Gender,Company Type,WFH Setup Available,Designation,Resource Allocation,Mental Fatigue Score,days_count,Burn Rate
1,0,1,2,4.0,5.2,4757,0.34
1,1,0,3,5.0,5.5,4815,0.45
1,1,1,3,8.0,8.9,4887,0.88
0,1,1,1,2.0,2.2,4875,0.13
1,1,1,2,3.0,6.9,4800,0.46
0,1,0,3,4.0,5.7,4767,0.5
1,1,0,2,4.0,5.9,4732,0.36
1,1,1,3,4.0,5.4,4784,0.48
1,1,1,1,3.0,5.9,4989,0.46
1,1,0,2,4.0,8.0,4850,0.61
1,0,0,3,4.0,6.1,4923,0.43
1,1,1,2,4.0,1.8,4916,0.13
0,0,0,2,6.0,6.4,5023,0.57
0,1,0,2,3.0,4.1,4974,0.35
1,1,0,2,6.0,6.7,4788,0.56
0,1,0,4,8.0,10.0,4993,0.99
0,1,0,3,8.0,7.6,4867,0.74
1,1,1,1,2.0,2.5,5057,0.06
0,1,0,4,8.0,8.1,4912,0.7
0,0,1,4,7.0,8.9,5055,0.81
0,0,0,2,6.0,7.4,4790,0.59
0,0,1,2,3.0,5.6,5066,0.44
0,1,0,1,3.0,5.2,5055,0.37
1,1,1,2,4.0,5.9,4759,0.3
1,1,1,4,4.0,8.0,5016,0.72
0,1,1,2,3.0,3.8,4842,0.27
0,0,0,1,5.0,7.4,4982,0.52
0,0,0,2,5.0,6.7,4769,0.54
1,1,1,3,5.0,6.2,4772,0.44
0,1,1,2,4.0,5.2,4962,0.29
0,0,0,2,6.0,6.9,4883,0.59
1,1,0,0,4.0,1.1,4883,0.08
0,0,1,2,2.0,4.1,4787,0.21
1,1,1,2,5.0,5.9,4857,0.48
0,0,1,2,5.0,7.0,4901,0.58
0,0,0,1,4.0,5.0,4813,0.32
1,1,1,2,4.0,7.2,4802,0.49
0,1,1,2,4.0,1.6,4866,0.12
0,0,0,3,7.0,8.8,4773,0.74
1,1,0,1,1.0,1.9,4998,0.09
1,0,0,4,6.0,6.6,4905,0.58
1,0,1,1,2.0,4.5,4793,0.24
1,1,1,1,1.0,3.1,4919,0.22
1,0,1,0,1.0,0.0,4793,0.0
0,0,0,0,1.0,4.5,4955,0.24
0,0,0,3,7.0,7.8,4884,0.79
0,0,1,2,4.0,4.1,4868,0.36
0,1,0,4,7.0,8.5,4771,0.67
1,0,0,2,4.0,5.9,4985,0.51
0,0,1,1,3.0,3.2,4850,0.12
1,1,0,3,6.0,5.9,5041,0.72
1,1,0,1,1.0,5.9,4906,0.2
1,1,1,2,4.0,5.8,5034,0.46
1,1,0,2,4.0,5.9,4980,0.31
0,1,0,5,4.0,7.8,4848,0.77
0,0,1,2,4.0,5.1,4774,0.37
0,1,0,3,7.0,7.7,4794,0.78
0,1,1,2,5.0,7.0,4739,0.65
1,0,1,1,4.0,5.9,4812,0.34
1,1,0,2,6.0,7.3,5003,0.59
0,1,1,3,6.0,6.2,4971,0.55
1,1,1,2,3.0,3.2,4712,0.25
1,0,0,2,6.0,6.2,5037,0.52
1,1,0,2,4.0,6.7,4789,0.59
0,1,1,0,1.0,3.5,4823,0.24
1,1,0,2,4.0,6.7,4809,0.63
1,1,1,1,4.0,5.2,4843,0.32
0,1,1,1,2.0,1.6,4948,0.09
0,1,1,0,1.0,1.3,4794,0.08
0,1,0,0,1.0,2.5,4922,0.06
0,0,0,4,8.0,8.7,4967,0.7
1,0,0,1,3.0,4.7,4896,0.33
1,1,1,1,2.0,5.3,4821,0.34
0,1,0,3,5.0,6.6,4716,0.58
0,1,0,4,7.0,7.5,4726,0.68
1,1,0,3,7.0,8.0,4916,0.85
0,1,1,2,3.0,6.5,4757,0.49
1,1,1,1,4.0,6.0,4727,0.39
1,0,1,1,2.0,3.9,4732,0.26
0,1,1,1,3.0,5.8,5045,0.43
1,1,0,2,4.0,6.6,4891,0.53
1,1,0,4,4.0,8.1,5038,0.71
1,1,1,3,4.0,4.9,4894,0.41
1,1,0,4,7.0,7.0,4766,0.54
1,0,1,1,3.0,6.3,4765,0.45
0,1,1,1,1.0,1.9,4994,0.05
0,1,0,2,5.0,5.9,4737,0.62
1,1,1,3,6.0,6.6,5030,0.62
0,1,1,3,6.0,5.7,4971,0.53
0,1,1,2,4.0,5.5,5013,0.46
0,0,1,0,2.0,3.7,4868,0.21
1,1,0,1,4.0,4.9,4810,0.4
1,1,0,2,4.0,6.2,4734,0.39
0,1,0,2,4.0,6.0,5024,0.53
1,0,1,2,4.0,3.7,5021,0.27
1,1,0,1,4.0,5.3,5017,0.45
1,1,1,5,9.0,5.9,4893,0.84
0,0,0,3,7.0,7.8,4739,0.58
1,1,1,2,4.0,6.4,4855,0.53
0,1,1,2,4.0,5.8,4947,0.49
1,0,1,2,3.0,4.7,4819,0.35
0,1,1,2,4.0,6.4,5067,0.45
1,1,0,3,4.0,6.1,4850,0.49
0,0,1,1,2.0,2.2,4988,0.15
0,1,1,2,3.0,2.3,4936,0.15
1,1,1,1,2.0,5.1,4822,0.35
0,1,1,3,7.0,5.8,4831,0.51
1,1,0,3,5.0,7.0,4776,0.58
1,1,1,2,4.0,5.9,4985,0.36
0,1,0,3,6.0,8.1,4966,0.62
1,1,1,2,4.0,5.3,5040,0.45
0,0,1,3,5.0,7.3,5057,0.57
0,0,0,2,4.0,6.9,4930,0.53
0,1,0,2,4.0,3.9,5063,0.3
1,1,1,3,6.0,7.0,4784,0.55
1,0,1,3,4.0,5.9,4792,0.57
0,0,0,4,7.0,7.1,5062,0.52
1,1,0,4,9.0,10.0,4714,0.87
0,1,0,3,8.0,7.3,4992,0.73
1,1,0,1,3.0,4.4,5032,0.3
1,0,1,1,3.0,4.7,4857,0.39
1,1,0,2,5.0,6.9,4774,0.53
0,0,1,2,5.0,6.3,4960,0.52
1,0,1,3,5.0,5.3,4853,0.5
1,0,1,2,3.0,5.9,4825,0.22
1,0,1,0,1.0,2.0,4980,0.16
0,1,1,2,5.0,5.8,4768,0.52
1,0,1,2,4.0,4.3,4774,0.37
0,0,1,3,6.0,5.1,4895,0.35
1,0,0,3,4.0,4.4,5019,0.27
1,1,1,1,2.0,5.6,4994,0.5
1,1,1,0,1.0,4.2,4779,0.18
1,1,1,2,4.0,4.7,4831,0.38
1,1,0,3,5.0,5.2,4808,0.31
0,0,0,2,3.0,5.2,4789,0.37
0,1,0,3,7.0,7.6,4982,0.55
1,1,1,1,3.0,3.8,4937,0.3
1,1,0,3,5.0,6.8,4881,0.52
1,1,1,1,4.0,5.0,4759,0.3
0,1,1,2,6.0,7.6,5048,0.57
1,0,0,3,7.0,6.3,4799,0.54
1,1,0,0,1.0,4.6,5017,0.24
0,0,1,3,6.0,6.3,4715,0.4
1,0,0,4,6.0,7.0,4907,0.6
0,0,1,2,4.0,6.5,5028,0.48
1,1,0,2,5.0,6.3,4914,0.53
0,1,0,1,5.0,5.8,4949,0.52
0,0,0,2,4.0,6.3,4716,0.5
0,1,0,2,4.0,4.5,4854,0.39
0,0,0,3,7.0,5.9,5042,0.53
0,0,0,2,5.0,5.9,5066,0.57
0,1,0,2,5.0,7.5,4945,0.65
1,1,1,3,4.0,7.1,4783,0.53
1,1,0,1,4.0,5.3,4898,0.35
0,1,1,2,4.0,6.2,4712,0.43
1,0,0,0,1.0,1.9,5034,0.09
0,1,1,0,1.0,0.0,4884,0.0
1,0,0,2,4.0,7.0,4839,0.63
1,1,0,0,2.0,4.3,4780,0.2
1,1,0,3,6.0,5.9,4894,0.45
0,1,1,0,1.0,5.9,4750,0.03
0,1,1,2,3.0,4.5,4948,0.37
1,0,1,3,6.0,5.5,5056,0.51
0,1,1,1,3.0,4.5,5060,0.4
1,1,1,2,3.0,6.3,4929,0.5
0,1,1,3,6.0,5.5,4922,0.43
1,0,0,5,9.0,9.5,4725,1.0
0,0,0,2,3.0,5.9,4906,0.26
0,0,1,2,5.0,5.9,4995,0.44
0,1,0,1,4.0,4.5,4828,0.3
0,0,1,2,4.0,4.9,4870,0.39
0,0,0,3,7.0,5.9,4979,0.56
0,1,0,3,6.0,8.4,4953,0.69
0,1,1,3,4.0,8.5,5038,0.77
1,1,0,2,4.0,6.2,4849,0.58
0,1,0,5,9.0,7.3,4950,0.75
0,1,0,1,4.0,7.3,4877,0.51
1,0,0,2,5.0,7.7,5042,0.69
1,1,1,1,1.0,2.8,5062,0.14
1,1,0,2,5.0,7.6,5039,0.65
1,0,1,1,1.0,0.7,4864,0.06
0,0,1,2,4.0,6.4,4878,0.45
0,1,1,2,4.0,3.1,4833,0.22
0,1,1,3,4.0,7.2,4863,0.5
0,1,1,3,4.0,5.5,4903,0.38
1,1,1,1,2.0,4.7,4838,0.43
1,1,0,3,5.0,6.4,5025,0.49
0,1,0,3,6.0,7.3,4819,0.51
0,1,0,3,7.0,7.0,4863,0.65
1,1,1,3,5.0,5.9,5069,0.5
0,1,0,5,10.0,7.9,4868,0.81
1,1,1,1,3.0,7.2,5044,0.49
0,1,1,2,5.0,7.5,4829,0.66
1,0,1,3,4.0,5.9,4785,0.47
0,1,0,3,5.0,6.2,4985,0.58
0,1,0,2,6.0,7.2,4713,0.59
1,1,1,4,10.0,5.9,4946,0.94
0,1,1,2,4.0,5.1,4735,0.3
0,0,0,4,9.0,8.8,4824,0.74
0,1,0,4,10.0,9.1,4833,0.92
1,1,1,2,4.0,5.2,5034,0.45
0,1,0,3,7.0,9.0,4861,0.76
1,1,0,3,7.0,6.3,4782,0.63
0,0,0,1,3.0,4.8,4884,0.4
1,0,1,3,4.0,5.9,4740,0.52
1,0,1,4,6.0,6.7,4917,0.61
1,1,0,4,8.0,8.9,5048,0.71
0,1,1,3,4.0,9.5,4869,1.0
1,1,0,3,6.0,7.0,4790,0.67
1,1,1,3,8.0,8.3,4872,0.8
1,0,0,3,5.0,5.8,4775,0.47
0,1,1,2,3.0,6.0,4793,0.45
0,1,0,2,5.0,4.7,4751,0.37
0,0,1,1,3.0,6.0,5006,0.51
1,0,0,1,4.0,5.6,4798,0.44
1,1,0,3,5.0,6.1,4980,0.52
1,1,1,4,7.0,8.6,4860,0.78
0,1,0,3,6.0,7.2,5045,0.56
1,1,1,2,3.0,4.5,4788,0.25
1,1,1,1,2.0,4.8,4820,0.28
0,1,1,1,3.0,5.2,4809,0.34
0,1,0,4,6.0,7.8,4880,0.61
0,1,0,3,4.0,8.9,4798,0.79
1,1,1,2,4.0,5.7,4964,0.4
1,1,1,1,3.0,5.5,5033,0.46
1,1,1,1,3.0,5.9,4767,0.42
0,1,1,3,6.0,7.8,4846,0.66
1,1,1,1,3.0,4.5,4788,0.36
0,1,0,2,5.0,7.4,4901,0.65
0,1,1,1,2.0,4.5,5059,0.28
1,0,0,2,3.0,4.0,4752,0.22
1,1,1,2,5.0,5.1,4772,0.36
1,1,0,3,7.0,8.0,4965,0.76
1,1,0,1,2.0,5.1,4941,0.43
0,1,1,2,3.0,6.3,4720,0.43
0,0,0,0,1.0,0.9,4982,0.06
1,1,1,2,4.0,2.9,5010,0.21
1,1,0,3,7.0,6.8,4798,0.51
1,1,1,4,8.0,8.3,4843,0.81
1,0,1,3,5.0,6.9,4849,0.49
1,0,1,1,1.0,1.0,4983,0.05
1,1,1,2,4.0,4.3,4718,0.38
0,1,1,4,8.0,7.2,4759,0.54
1,1,1,3,4.0,6.3,5067,0.5
1,0,0,0,2.0,3.9,4921,0.19
1,1,0,2,4.0,5.9,5029,0.52
1,1,1,1,2.0,6.0,5018,0.38
0,1,0,2,5.0,6.3,5045,0.51
1,1,1,3,5.0,5.2,4707,0.44
1,0,1,2,5.0,7.1,4977,0.49
1,0,1,1,1.0,3.4,4896,0.21
1,1,1,2,5.0,7.2,5058,0.49
1,0,1,0,2.0,3.7,5063,0.17
0,0,1,2,6.0,7.6,4721,0.64
0,1,1,3,7.0,6.8,5001,0.64
0,1,0,2,5.0,8.1,4949,0.62
1,1,1,2,4.0,4.4,4811,0.39
1,1,0,4,7.0,7.5,5015,0.62
0,1,1,1,1.0,0.5,4857,0.0
1,1,0,4,7.0,7.2,4832,0.7
0,1,0,3,5.0,8.2,4735,0.63
1,1,1,2,4.0,4.7,4869,0.27
0,1,1,3,8.0,8.4,4799,0.89
0,1,1,2,5.0,8.1,4980,0.64
1,1,0,2,4.0,6.1,4749,0.43
1,1,1,1,2.0,4.5,4770,0.21
0,1,0,3,7.0,9.9,4820,0.9
1,1,1,2,3.0,5.0,4716,0.4
0,1,0,2,4.0,6.6,4755,0.53
1,0,0,1,1.0,2.9,4925,0.24
0,0,1,2,4.0,7.6,4771,0.6
1,1,0,3,6.0,5.8,5034,0.47
1,1,1,3,6.0,6.7,4971,0.61
1,1,0,3,6.0,6.1,4867,0.51
1,1,0,2,5.0,5.7,4932,0.55
1,0,1,3,5.0,5.4,4827,0.48
0,0,0,2,6.0,8.5,4981,0.76
0,1,0,3,7.0,9.0,5011,0.84
1,1,1,2,5.0,6.0,4737,0.43
0,0,1,2,3.0,4.3,4722,0.37
1,0,1,3,5.0,5.8,4711,0.48
1,1,1,3,4.0,5.8,4714,0.49
1,1,0,3,6.0,6.9,4709,0.54
0,1,0,3,6.0,8.1,4735,0.68
1,0,1,2,5.0,7.7,4866,0.59
0,0,0,4,8.0,8.0,4850,0.7
1,1,0,2,5.0,6.0,4956,0.39
0,0,1,4,7.0,6.1,4989,0.55
1,0,1,3,5.0,6.1,5029,0.47
1,0,0,2,4.0,5.9,4829,0.54
1,1,0,4,6.0,7.6,5034,0.67
0,0,1,2,2.0,3.4,4854,0.15
0,0,0,3,7.0,8.7,4707,0.86
1,1,1,2,3.0,4.8,4791,0.25
1,1,1,1,3.0,6.2,5042,0.45
1,1,1,2,4.0,3.0,4823,0.2
0,0,0,3,4.0,5.2,5002,0.37
0,0,1,1,2.0,4.2,4848,0.21
1,0,1,3,5.0,5.4,4943,0.45
1,0,0,1,3.0,5.7,4991,0.45
0,0,1,2,3.0,5.0,4873,0.33
1,1,0,1,1.0,2.8,4885,0.08
1,1,1,1,1.0,5.9,5018,0.12
1,1,0,2,3.0,5.7,4727,0.33
1,0,1,4,8.0,8.0,4716,0.72
0,0,0,2,5.0,6.2,4776,0.43
1,1,0,3,9.0,9.3,4875,0.91
0,1,1,2,5.0,6.1,4939,0.57
1,0,1,2,4.0,5.0,4997,0.32
0,0,0,3,6.0,7.4,4710,0.56
1,1,0,2,3.0,1.8,4996,0.14
1,1,1,3,4.0,4.8,4885,0.42
1,0,1,3,6.0,5.9,4839,0.46
1,0,0,1,2.0,5.9,4840,0.41
1,1,0,2,5.0,5.9,4953,0.56
1,1,1,2,4.0,4.7,4794,0.42
1,1,0,3,5.0,4.3,4880,0.32
1,1,0,1,4.0,3.8,4958,0.3
1,0,0,3,5.0,5.0,4872,0.39
0,1,0,3,7.0,8.3,5048,0.83
0,1,1,0,2.0,2.3,5009,0.15
0,1,0,4,7.0,6.7,5013,0.66
0,1,0,2,4.0,8.4,4810,0.64
1,1,1,3,5.0,6.2,4767,0.45
1,0,0,0,1.0,4.1,4888,0.34
0,1,0,2,4.0,7.5,4735,0.53
1,1,0,4,7.0,7.0,5037,0.63
1,1,1,0,1.0,4.0,4823,0.22
0,1,0,3,7.0,7.8,4855,0.57
1,1,1,2,4.0,5.2,4751,0.4
0,1,0,3,5.0,6.7,5026,0.46
1,1,1,2,4.0,5.7,4738,0.47
1,1,1,2,2.0,5.9,4878,0.29
0,1,1,1,1.0,0.2,4764,0.0
0,0,0,4,6.0,8.2,4899,0.68
1,1,1,3,5.0,5.2,4795,0.45
1,1,0,1,2.0,5.9,4707,0.09
0,1,1,4,8.0,7.8,5064,0.73
0,1,0,1,1.0,2.4,4731,0.13
0,1,0,3,5.0,8.5,4915,0.67
0,0,0,3,6.0,6.1,4806,0.48
0,0,1,2,4.0,3.2,4822,0.27
1,0,1,1,1.0,0.7,4910,0.03
0,1,1,3,7.0,7.5,4890,0.61
0,1,0,2,7.0,8.5,4900,0.7
0,0,0,3,5.0,5.3,4769,0.34
0,0,1,4,7.0,7.4,4916,0.53
0,1,0,5,9.0,8.6,4808,0.8
1,0,0,2,7.0,5.9,4932,0.73
0,0,0,2,5.0,6.0,4814,0.56
0,1,0,2,5.0,8.2,4796,0.66
0,0,0,3,4.0,5.7,4884,0.52
0,1,0,2,4.0,5.7,5011,0.41
0,1,0,3,5.0,5.2,4954,0.43
1,0,1,0,1.0,3.5,4805,0.2
1,1,1,1,2.0,1.6,5022,0.12
1,0,1,2,6.0,7.1,4705,0.55
1,0,1,1,4.0,4.8,4984,0.43
1,1,0,0,1.0,2.1,5013,0.12
1,0,0,2,3.0,4.8,4773,0.38
1,1,1,1,2.0,4.5,4755,0.24
0,1,1,2,4.0,4.7,4922,0.38
0,0,1,2,3.0,3.1,4714,0.16
1,0,0,4,7.0,6.8,5046,0.57
0,1,0,3,6.0,7.8,5046,0.61
0,1,0,4,7.0,8.5,4993,0.66
0,0,1,3,7.0,7.2,5014,0.56
1,1,0,4,10.0,10.0,4919,0.98
1,0,1,2,4.0,6.6,4812,0.5
1,0,0,3,5.0,4.9,4998,0.44
0,1,0,4,7.0,9.2,4730,0.79
1,1,1,2,3.0,5.3,4932,0.42
1,1,0,1,1.0,0.0,4802,0.0
1,1,1,3,7.0,7.4,4900,0.54
0,0,1,2,4.0,3.3,4808,0.2
1,1,0,2,5.0,3.9,4780,0.34
1,1,1,3,5.0,7.1,4751,0.66
1,1,0,1,4.0,5.5,4910,0.39
0,0,0,3,5.0,6.0,4794,0.37
0,1,1,1,3.0,5.3,5041,0.41
0,1,1,2,4.0,5.7,4778,0.47
1,1,1,1,2.0,5.4,4909,0.48
0,0,0,3,6.0,5.9,4882,0.63
0,0,0,1,2.0,5.1,5049,0.42
1,1,1,2,4.0,5.2,4783,0.41
0,1,0,2,4.0,5.2,4855,0.35
1,0,1,3,5.0,5.7,4809,0.47
1,1,1,1,2.0,5.6,4777,0.42
0,1,0,3,7.0,6.8,5053,0.55
0,0,0,1,3.0,3.1,4988,0.24
1,0,0,2,4.0,6.9,4720,0.52
0,0,0,3,4.0,5.9,5007,0.45
1,0,0,3,4.0,5.9,4854,0.39
1,1,1,1,2.0,5.9,5043,0.36
1,0,0,3,5.0,4.9,4952,0.42
0,1,0,1,4.0,7.1,4858,0.54
0,1,0,3,5.0,5.2,5025,0.42
0,1,1,3,5.0,8.1,4715,0.62
1,1,1,2,5.0,4.8,4730,0.43
1,1,1,0,1.0,5.0,4710,0.26
1,0,0,2,3.0,5.9,4762,0.36
0,1,1,3,5.0,6.5,4809,0.42
0,1,0,1,2.0,2.5,4969,0.13
1,1,0,3,5.0,5.5,4745,0.46
1,1,0,4,8.0,7.8,5006,0.69
0,1,0,2,5.0,7.9,4925,0.58
0,1,1,1,2.0,3.5,4876,0.28
1,0,1,1,4.0,5.5,4958,0.41
1,1,0,1,3.0,6.0,4805,0.42
1,1,1,5,8.0,8.8,4817,0.76
1,0,1,2,4.0,6.1,4821,0.5
1,1,1,1,3.0,3.2,5011,0.24
0,0,0,2,6.0,6.8,4959,0.53
0,1,0,2,7.0,8.4,4972,0.77
0,1,0,3,6.0,6.9,4739,0.59
0,1,1,0,1.0,2.1,4762,0.12
1,0,0,1,2.0,4.7,4966,0.4
1,1,1,2,5.0,7.9,4993,0.65
0,0,1,3,6.0,6.0,4847,0.56
0,1,1,3,8.0,8.3,4894,0.75
1,0,0,4,7.0,6.7,4844,0.53
0,1,1,3,6.0,5.6,5047,0.34
0,1,0,2,4.0,6.7,4783,0.67
1,1,1,1,3.0,5.3,4918,0.41
1,1,1,2,4.0,4.4,5027,0.28
1,0,1,3,5.0,5.6,5054,0.39
1,1,1,1,4.0,5.4,4864,0.46
0,1,0,2,5.0,4.9,4881,0.3
0,1,1,3,6.0,7.5,5034,0.54
1,0,1,1,3.0,5.6,5021,0.34
1,0,0,3,8.0,8.1,4975,0.72
0,1,1,2,5.0,6.4,4977,0.47
1,1,1,3,5.0,5.8,4783,0.43
0,1,0,4,6.0,6.0,4751,0.55
1,1,1,0,1.0,2.2,4832,0.1
0,0,0,2,6.0,7.2,4819,0.61
1,1,1,0,1.0,2.9,4889,0.15
1,1,0,3,7.0,8.3,4979,0.75
0,1,1,2,5.0,5.2,4895,0.35
1,1,0,0,1.0,5.9,5013,0.25
0,0,0,0,1.0,4.7,4952,0.26
0,1,0,5,10.0,8.6,4825,0.73
0,1,0,4,8.0,8.7,4761,0.77
0,1,1,2,3.0,4.5,4940,0.33
1,1,0,1,3.0,4.2,4908,0.35
0,1,0,3,6.0,6.5,4836,0.61
1,1,1,1,2.0,1.5,5029,0.12
0,0,1,1,4.0,5.2,5035,0.36
0,1,0,4,4.0,8.5,4796,0.73
1,1,0,3,5.0,3.5,4797,0.28
0,1,0,5,10.0,10.0,4992,0.91
0,1,0,2,5.0,8.6,4845,0.67
0,1,0,4,8.0,7.4,4835,0.67
1,1,1,1,4.0,4.1,4962,0.34
0,1,1,2,4.0,6.6,4831,0.48
1,1,1,1,4.0,5.0,5064,0.42
1,1,1,2,4.0,4.9,4712,0.38
0,1,1,3,5.0,5.5,4725,0.47
1,1,1,1,1.0,1.3,4834,0.07
0,1,0,3,7.0,8.8,4967,0.7
0,1,1,3,6.0,9.0,4860,0.8
0,0,1,3,4.0,4.9,5061,0.39
1,1,1,4,7.0,8.2,4712,0.68
1,0,1,3,7.0,9.1,4819,0.78
1,1,0,3,7.0,5.9,4898,0.51
0,0,1,3,6.0,5.7,4827,0.41
1,0,1,3,5.0,7.8,4991,0.57
0,0,0,0,1.0,2.2,4712,0.08
0,0,0,2,4.0,4.8,4825,0.35
0,1,1,3,5.0,5.3,4798,0.37
1,0,1,3,5.0,5.9,4920,0.45
0,1,0,1,4.0,7.4,4962,0.52
0,0,0,4,8.0,6.5,4949,0.65
1,1,1,0,1.0,2.8,4973,0.23
1,1,0,2,2.0,2.8,5020,0.23
1,0,1,1,4.0,6.1,4972,0.41
0,1,0,3,6.0,5.6,4943,0.53
1,1,1,2,5.0,6.0,4925,0.49
1,0,1,3,7.0,7.3,4968,0.53
1,1,1,2,2.0,3.5,4742,0.22
0,0,0,2,5.0,6.3,4773,0.54
0,1,0,2,5.0,7.2,4801,0.54
0,0,1,1,3.0,5.6,4788,0.32
1,0,1,3,7.0,6.7,4985,0.6
1,1,0,3,6.0,8.0,5060,0.67
1,1,0,3,6.0,8.6,4833,0.67
0,1,1,3,4.0,4.9,4992,0.44
1,1,1,1,2.0,4.7,4765,0.29
1,1,1,2,4.0,4.7,4964,0.42
1,1,1,2,4.0,5.7,5035,0.38
0,1,1,3,8.0,8.2,4970,0.75
1,1,1,1,2.0,4.4,5056,0.36
0,1,0,3,6.0,7.8,4835,0.56
1,1,0,1,4.0,6.3,5046,0.51
0,1,1,3,7.0,8.5,4716,0.81
1,0,1,2,4.0,4.9,4954,0.37
1,0,0,2,5.0,7.1,4989,0.53
0,1,1,1,3.0,2.9,5049,0.24
1,0,1,1,2.0,5.0,4961,0.29
1,0,1,2,6.0,8.8,4973,0.72
0,1,1,4,7.0,6.3,5043,0.54
0,1,0,3,7.0,7.7,4830,0.59
0,0,0,3,7.0,8.5,4782,0.73
1,1,0,5,9.0,9.7,4822,0.89
1,1,1,4,6.0,5.8,4904,0.48
1,1,1,2,3.0,5.9,4798,0.38
0,1,0,4,7.0,6.2,5006,0.56
1,1,0,3,6.0,7.7,4850,0.77
1,1,1,0,1.0,3.1,4886,0.23
1,1,0,3,4.0,6.3,5054,0.48
0,1,0,4,8.0,8.6,4782,0.75
1,0,0,2,2.0,2.8,5013,0.17
1,1,1,2,3.0,5.8,4708,0.46
1,1,0,5,9.0,5.9,4983,0.88
0,1,0,1,1.0,1.2,5025,0.1
1,0,1,1,4.0,4.9,4955,0.28
0,1,1,3,7.0,5.9,4819,0.84
1,1,1,1,1.0,2.9,4964,0.13
0,0,1,1,3.0,3.5,4970,0.27
1,1,1,4,7.0,7.4,4876,0.64
0,1,0,2,3.0,3.3,4713,0.12
0,0,0,1,4.0,4.6,4985,0.33
0,0,0,0,1.0,0.0,4907,0.0
1,1,1,1,1.0,3.8,4716,0.29
1,0,0,2,6.0,8.3,4820,0.78
0,1,1,2,2.0,5.9,4830,0.27
1,0,1,2,5.0,4.9,5058,0.44
0,1,1,2,3.0,4.3,5047,0.35
1,1,1,1,3.0,4.9,5004,0.4
0,0,0,1,2.0,3.6,5037,0.3
0,1,0,3,4.0,5.9,4716,0.47
0,0,0,3,5.0,8.2,5018,0.67
1,1,1,3,5.0,5.8,4738,0.52
1,1,0,3,6.0,5.9,4945,0.7
0,1,0,3,5.0,5.9,4870,0.54
0,1,0,3,6.0,8.2,4880,0.64
0,1,0,4,8.0,7.9,4769,0.84
1,0,0,2,2.0,5.1,4893,0.29
0,1,0,3,6.0,6.6,4792,0.52
1,0,1,1,4.0,4.3,5062,0.35
